"","Incident","Location.Address","Location.Name","Date","Time","Comments...Nature.of.Fire","Disposition","UCPDI.","Occured Start Date","Occured End Date","Occured Start Time","Occured End Time"
"3323","Attempt Motor Vehicle Theft","950 E. 61st St. ","Parking Lot","3/16/17","17:40","Unknown person broke into vehicle and damaged the ignition while trying to start the engine","Open","17-00211","3/16/17",NA,"08:30","17:30"
"3324","Information / Suspicious Person","915 E. 60th St. ","Logan Center","3/16/17","20:11","Unauthorized individual found in hallway of the building / Individual given trespass warning and escorted from the building","Closed","17-00213","3/16/17",NA,"20:00",NA
"3325","Information / Burglary / Home Invasion","Drexel between 52nd & 53rd",NA,"3/18/17","04:18","Unknown suspect, armed with a handgun, forced entry via rear door to off-campus private apartment / Residents fled the apartment as the suspect took a purse and credit cards before fleeing / CPD case JA191146","CPD","17-00214","3/18/17",NA,"04:00",NA
"3326","Lost Property","5640 S. Ellis to 56th & Cornell",NA,"3/18/17","10:55","Individual reports losing iPhone, possibly on shuttle bus","Closed","17-00215","3/17/17",NA,"22:00","23:00"
"3327","Medical Call","5550 S. University ","Crown Field House","3/18/17","12:45","Individual collapsed during a track meet / Transported to Comer ER by CFD EMS for evaluation and treatment","Closed","17-00216","3/18/17",NA,"12:45",NA
"3328","Information / Robbery / Vehicle Hijacking","5558 S. Kimbark",NA,"3/18/17","16:07","3 unknown suspects struck victim with fists and took his vehicle that was parked on the street off-campus / CPD case","CPD","17-00217","3/18/17",NA,"16:05",NA
"3329","Theft","821 E. 55th St. ","Stagg Field","3/20/17","11:05","11 aluminum support beams taken from bleachers in Stagg Field","Open","17-00219","3/17/17","3/20/17","14:00","10:30"
"3330","Theft","1009 E. 57th St. ","Hitchcock RH","3/20/17","12:26","U.S. passport left unattended on copy machine in lobby taken by an unknown person","Open","17-00220","2/14/17",NA,"09:50",NA
"3331","Assault","6019 S. Ingleside ","Campus Housing","3/20/17","15:20","An unauthorized individual sleeping in the building foyer threatened a tenant with bodily harm when asked to leave / Victim declined to prosecute","Ex. Cleared","17-00221","3/20/17",NA,"07:50",NA
"3332","Information / Aggravated Robbery","Madison Park between Woodlawn & Dorchester",NA,"3/21/17","15:30","Two unknown suspects, one of whom implied a weapon, took an iPhone from a victim in the vestibule of an off-campus private apartment building / No weapon seen or displayed / CPD case JA195250","CPD","17-00223","3/21/17",NA,"15:25",NA
"3333","Information / Theft","901 E. 58th St. ","Mitchell ER","3/21/17","19:08","Galaxy 6 phone and credit cards taken from pocket of unattended coat left hanging in public restroom / CPD case JA195551","CPD","17-00224","3/21/17",NA,"18:00","19:00"
"3334","Information / Armed Robbery","5454 S. Shore Dr. ","Alley","3/21/17","21:35","Two unknown suspects, one armed with a chrome handgun, took and iPhone and a wallet from a victim walking in the alley off-campus / The victim reported no physical injuries / CPD case JA195623","CPD","17-00225","3/21/17",NA,"21:20",NA
"3335","Information / Armed Robbery","Kimbark between 51st & 52nd",NA,"3/21/17","22:04","Two unknown suspects, one armed with a chrome handgun, took a cell phone and wallet from a victim walking on the sidewalk off-campus / The victim reported no physical injuries / CPD case JA195694","CPD","17-00226","3/21/17",NA,"22:00",NA
"3336","Theft from Motor Vehicle","5610 S. Drexel ","Public Way","3/22/17","07:33","Construction tools taken from rear of a pick up truck parked on the street","Open","17-00227","3/21/17",NA,"07:00","14:00"
"3337","Information / Aggravated Battery","1148 E. 48th St. ","Public Way","3/22/17","19:31","CPD & UCPD officers responded to a call of shots fired off campus / Witnesses state occupants of two vehicles had exchanged gunfire and fled / Victim appeared at Comer ER with multiple gunshot wounds to abdomen and legs CPD  case JA196777","CPD","17-00228","3/22/17",NA,"19:30",NA
"3338","Information / Burglary","Greenwood between 53rd & 54th",NA,"3/22/17","19:28","Unknown person(s) forced entry to rear door of off campus private apartment and took TV and three computers / CPD case JA196624","CPD","17-00229","3/19/17","3/22/17","22:00","16:00"
"3339","Domestic Battery","5815 S. Maryland ","Mitchell Hospital","3/22/17","21:13","During the course of an argument, boyfriend pushed girlfriend / Victim declined to prosecute","Ex. Cleared","17-00230","3/22/17",NA,"21:05",NA
"3340","Theft","1050 E. 59th St. ","Wieboldt Hall","3/24/17","08:45","12 bottles of wine taken from cabinet in hallway of 3rd floor office","Open","17-00231","3/23/17","3/24/17","17:00","08:30"
"3341","Theft","970 E. 58th St. ","Bookstore","3/24/17","09:30","Individual took 6 packages of ballpoint pens without paying / Suspect detained by UCPD, however, complainant refused to press charges / Subject issued trespass warning and released","Ex. Cleared","17-00232","3/24/17",NA,"09:00","09:20"
"3342","Assist Other Agency","Ellis between 61st & 62nd",NA,"3/24/17","14:44","Individual suffered accidental, self-inflicted gunshot wound to the hand off-campus / Transported to ER by associates / Weapon recovered / CPD case JA198801","CPD","17-00233","3/24/17",NA,"14:40",NA
"3343","Information / Burglary","Greenwood between 53rd & 54th",NA,"3/25/17","18:36","Unknown person(s) forced entry to off-campus private apartment via a rear window / Took laptop and wallet / CPD case JA200532","CPD","17-00234","3/18/17","3/25/17","06:30","18:30"
"3344","Information / Burglary","Greenwood between 53rd & 54th",NA,"3/26/17","13:36","Unknown person(s) entered off-campus private apartment via an unlocked window and took jewelry and a camera / CPD report JA201143","CPD","17-00235","3/18/17","3/26/17","05:00","09:00"
"3345","Possession of Cannabis","Kimbark between 61st & 62nd",NA,"3/26/17","17:27","UCPD officer arrested an individual for possession of cannabis","Arrest","17-00236","3/26/17",NA,"17:27",NA
"3346","Information / Burglary","University between 56th & 57th",NA,"3/26/17","21:30","Unknown person(s) gained entry to off campus fraternity house and took property / CPD case JA201702","CPD","17-00237","3/23/17","3/26/17","15:00","19:30"
"3347","Information","5640 S. Ellis ","Eckhardt Research Center","3/27/17","02:51","Unauthorized individual observed in lobby of secured building / Subject issued oral and written trespass warning","Closed","17-00238","3/27/17",NA,"02:51",NA
"3348","Dating Violence","5700 S. Maryland ","Parking Structure","3/27/17","09:06","DSS was notified by a Campus Security Authority that a victim was physically assaulted by an acquaintance while in a dating relationship / Due to confidentiality of reporting limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report  17-017","3/2/17",NA,"02:17",NA
"3349","Information / Damage to Property","1100 E. 58th St. ","Main Quad","3/27/17","14:19","Damage to landscaping observed in Main Quad / Possibly due to a vehicle driving on the grass","Closed","17-00240","3/27/17",NA,"06:00","06:30"
"3350","Criminal Trespass to Land","970 E. 58th St. ","Bookstore","3/27/17","15:13","Unauthorized individual, who had previously been banned from University property and had received both oral and written notice not to enter upon University property, was arrested by UCPD","Arrest","17-00241","3/27/17",NA,"15:13",NA
"3351","Theft","1131 E. 57th St. ","Mandel Hall","3/27/17","16:49","Unattended, unsecured wireless headset, microphone, and belt packs taken from public area by unknown person(s)","Open","17-00242","3/16/17",NA,"10:00","18:00"
"3352","Information / Burglary","Harper between 58th & 59th",NA,"3/27/17","16:38","Unknown person(s) gained entry to off-campus private apartment by forcing front door /  Took jewelry and electronics / CPD case JA202644","CPD","17-00243","3/27/17",NA,"11:15","16:30"
"3353","Information","54th near Woodlawn",NA,"3/27/17","17:52","Individual reports being victimized by defaming posts on several websites / Referred to CPD","CPD","17-00244","2/28/17","3/7/17","19:00","19:00"
"3354","Information / Burglary","53rd between Maryland & Drexel",NA,"3/28/17","03:43","Unknown suspect entered off-campus private apartment via unsecured side window / Took laptop computer and fled when confronted by resident / CPD case JA203178","CPD","17-00245","3/28/17",NA,"03:40",NA
"3355","Theft","970 E. 58th St. ","Bookstore","3/28/17","07:24","Suspect observed via surveillance video taking headphones and Bluetooth headset without paying","Open","17-00246","3/24/17",NA,"11:25",NA
"3356","Mental Health Transport","5555 S. Woodlawn ","Student Counseling  Service","3/28/17","10:52","Individual transported to ER for evaluation and treatment","Closed","17-00247","3/28/17",NA,"10:52",NA
"3357","Found Property","6320 S. Dorchester ","Apostolic Church Parking Lot","3/28/17","18:26","Security officer found an Illinois license plate in the parking lot / Inventoried at UCPD for safekeeping","Closed","17-00248","3/28/17",NA,"18:26",NA
"3358","Medical Call","1155 E. 60th St. ","Harris School","3/29/17","13:02","Sick person transported to ER by CFD EMS for evaluation and treatment","Closed","17-00249","3/29/17",NA,"13:02",NA
"3359","Lost Property","5735 S. Ellis ","Searle Lab","3/29/17","16:01","Individual lost Kindle e-reader / Uncertain if the device was lost in Searle, Jones, or Kent","Closed","17-00250","3/29/17",NA,"12:00","13:00"
"3360","Suspicious Person","1155 E. 57th St. ","Quadrangle Club","3/29/17","17:01","Investigation of a suspicious person","Closed","17-00251","3/29/17",NA,"16:45",NA
"3361","Liquor Law Violation","5615 S. University",NA,"3/30/17","00:35","Underage individual became ill after consuming alcoholic beverages / Transported to hospital by CFD EMS for evaluation and treatment","Referred","17-00252","3/30/17",NA,"00:35",NA
"3362","Found Property","5700 S. Woodlawn ","Public Way","3/31/17","13:05","Individual found a key ring containing 9 keys on the public way and turned them over to UCPD for safekeeping","Closed","17-00253","3/31/17",NA,"12:40",NA
"3363","Information / Armed Robbery","56th at Kenwood ","Residence Vestibule","3/31/17","22:04","Three unknown suspects, one armed with a handgun, took wallet and cell phone from a victim in the vestibule of a private apartment building off-campus / Suspects also took victim's car and fled eastbound on 56th St. /  CPD case JA207982","CPD","17-00254","3/31/17",NA,"21:40",NA
"3364","Liquor Law Violation","6031 S. Ellis ","Granville-Grossman RH","3/31/17","23:45","Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS","Referred","17-00255","3/31/17",NA,"23:45",NA
"3365","Stalking","5500 S. University ","Campus North RH","10/17/17","13:26","DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked by a known individual in the residence hall and dining facility / Due to confidentiality of reporting, limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report    17-038","2/23/17",NA,NA,NA
"3366","Theft","6031 S. Ellis ","Granville-Grossman RH","4/1/17","14:15","Wheel taken from bicycle secured to a balcony gate","Open","17-00256","3/31/17","4/1/17","22:00","14:00"
"3367","Battery","5815 S. Maryland ","Mitchell Hospital","4/1/17","13:43","A confused patient struck a visitor on the head with his fist in an unprovoked assault / Victim received medical attention in the ER / Victim declined to prosecute due to the suspect's condition","Ex. Cleared","17-00257","4/1/17",NA,"12:30",NA
"3368","Non-Criminal Damage to Property","5840 S. Maryland ","Parking Structure","4/1/17","14:54","Owner reported a cracked driver's side window in a car parked on the 1st floor of the structure / Cause unknown at this time","Closed","17-00258","3/31/17",NA,"07:30","16:30"
"3369","Public Indecency","5706 S. University ","Reynolds Club","4/2/17","14:53","Suspect, not affiliated with the University, exposed himself to a person in the 2nd floor lounge in the Reynolds Club / Victim declined to prosecute / Suspect was issued a written trespass warning and escorted from the building","Ex. Cleared","17-00259","4/2/17",NA,"14:50",NA
"3370","Medical Call / Sick Person","5500 S. University ","Campus North RH","4/3/17","04:27","A sick person was transported to the ER by CFD EMS for evaluation and treatment","Closed","17-00260","4/3/17",NA,"04:27",NA
"3371","Burglary","5640 S. University ","Bartlett Commons","4/3/17","07:44","Unknown person(s) gained entry to a locked 1st floor office by prying the door / Took computer from desktop and cash from a desk drawer","Open","17-00261","3/31/17","4/3/17","17:00","07:40"
"3372","Found Property","850 E. 61st St. ","UCPD HQ","4/3/17","15:14","First Transit supervisor turned in a cell phone and a wallet that were found on UC Shuttle buses / Inventoried at UCPD for safekeeping","Closed","17-00262","4/3/17",NA,"15:14",NA
"3373","Deceptive Practice","5525 S. Ellis ","Maroon Financial Credit Union","4/4/17","14:15","Individual deposited an altered check into a savings account and later withdrew the funds from the account / Subsequent to investigation, suspect was arrested and charged with forgery by UCPD Investigations","Arrest","17-00263","3/31/17",NA,"09:40",NA
